Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,C,23,TOR,49,11,21.1,3.4,7.2,0.474,0.5,1.9,0.253,2.9,5.3,0.552,0.507,1.7,2.4,0.686,1.8,4.1,5.9,1,0.6,0.6,1.1,1.9,8.9
2,Steven Adams,C,29,MEM,42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6
3,Bam Adebayo,C,25,MIA,72,72,35.2,8.2,15.1,0.539,0,0.2,0.083,8.1,15,0.544,0.539,4.4,5.5,0.803,2.4,6.9,9.3,3.3,1.2,0.8,2.6,2.8,20.7
4,Ochai Agbaji,SG,22,UTA,53,16,19.2,2.4,5.5,0.441,1.3,3.5,0.378,1.1,2,0.552,0.562,0.7,1,0.765,0.7,1.2,1.9,0.9,0.3,0.2,0.6,1.6,6.9
5,Santi Aldama,PF,22,MEM,73,19,22.2,3.3,6.9,0.474,1.3,3.5,0.357,2,3.3,0.598,0.566,1.4,1.9,0.745,1.1,3.7,4.8,1.2,0.6,0.6,0.8,1.9,9.2
6,Nickeil Alexander-Walker,SG,24,TOT,54,3,15.3,2.2,5.1,0.442,1,2.7,0.379,1.2,2.4,0.512,0.542,0.7,1.1,0.667,0.3,1.5,1.8,1.9,0.6,0.4,1,1.5,6.2
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3
6,Nickeil Alexander-Walker,SG,24,MIN,18,0,16.6,2.1,5.8,0.365,1.1,3.2,0.345,1,2.6,0.391,0.462,0.6,1,0.611,0.3,1.8,2.1,1.4,0.3,0.3,0.4,1.4,5.9
7,Grayson Allen,SG,27,MIL,70,68,27.6,3.5,7.9,0.442,2.1,5.2,0.402,1.4,2.7,0.519,0.574,1.6,1.8,0.905,0.9,2.4,3.3,2.3,0.9,0.2,1,1.7,10.6
8,Jarrett Allen,C,24,CLE,65,65,33,6,9.3,0.645,0,0.1,0.111,6,9.1,0.653,0.646,2.4,3.3,0.74,3.3,6.7,9.9,1.7,0.8,1.2,1.4,2.3,14.4
9,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9
10,Kyle Anderson,PF,29,MIN,64,46,28.1,3.5,7.1,0.502,0.6,1.5,0.417,2.9,5.6,0.525,0.546,1.6,2.1,0.735,1,4.4,5.4,4.8,1.2,0.9,1.5,2.2,9.3
11,Giannis Antetokounmpo,PF,28,MIL,60,60,32.2,11.2,20.3,0.553,0.8,2.8,0.285,10.5,17.6,0.595,0.573,8,12.3,0.648,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.2
12,Thanasis Antetokounmpo,SF,30,MIL,32,0,4.1,0.3,0.8,0.37,0,0.2,0,0.3,0.7,0.455,0.37,0.1,0.3,0.5,0.3,0.7,1,0.2,0.1,0.1,0.3,0.4,0.8
13,Cole Anthony,PG,22,ORL,56,3,25.7,4.5,10.1,0.449,1.2,3.4,0.356,3.3,6.7,0.496,0.509,2.6,2.9,0.894,0.8,3.9,4.7,3.9,0.6,0.5,1.5,2.7,12.8
14,OG Anunoby,SF,25,TOR,62,62,35.6,6.3,13.2,0.476,2.1,5.4,0.388,4.2,7.8,0.537,0.556,2.2,2.7,0.836,1.5,3.6,5.1,1.9,1.9,0.7,2.1,3,16.9
15,Ryan Arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0,0,,0,0.8,0.8,1.2,0.3,0,0.4,0.9,1.3
15,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3
15,Ryan Arcidiacono,PG,28,POR,9,4,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0,0,,0,1.2,1.2,2.3,0.3,0,0.7,1.6,2.6
16,Deni Avdija,SF,22,WAS,74,38,26.4,3.4,7.5,0.445,0.9,3,0.305,2.4,4.5,0.539,0.506,1.6,2.2,0.738,1,5.5,6.5,2.7,0.8,0.4,1.5,2.7,9.2
17,Deandre Ayton,C,24,PHO,63,63,30.4,7.9,13.4,0.587,0.1,0.4,0.292,7.8,13,0.596,0.592,2.2,2.9,0.757,2.6,7.4,10,1.8,0.6,0.8,1.8,2.8,18.1
18,Udoka Azubuike,C,23,UTA,31,0,7.8,1.4,1.7,0.811,0,0,,1.4,1.7,0.811,0.811,0.2,0.5,0.313,0.8,2,2.8,0.3,0.2,0.4,0.5,0.7,2.9
19,Marvin Bagley III,C,23,DET,38,23,23.8,4.9,9.1,0.538,0.4,1.5,0.276,4.4,7.5,0.591,0.561,1.8,2.4,0.742,2.4,4.2,6.7,0.9,0.5,0.8,1.1,2,12
20,Patrick Baldwin Jr.,SF,20,GSW,27,0,7.8,1.5,3.7,0.396,1.1,2.9,0.385,0.4,0.9,0.435,0.545,0.1,0.2,0.667,0,1.3,1.3,0.3,0.2,0.1,0.4,0.5,4.2
21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3
22,Mo Bamba,C,24,TOT,47,7,16.2,2.5,5.1,0.487,1,2.6,0.39,1.4,2.4,0.591,0.588,0.9,1.3,0.661,1.2,3.5,4.7,1,0.3,0.9,0.6,2.2,6.8
22,Mo Bamba,C,24,ORL,40,6,17,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1,0.6,2.2,7.3
22,Mo Bamba,C,24,LAL,7,1,11.6,1.4,3.4,0.417,0.7,2.1,0.333,0.7,1.3,0.556,0.521,0.9,1.6,0.545,1.3,4,5.3,0.6,0.1,0.6,1.1,2.4,4.4
23,Paolo Banchero,PF,20,ORL,69,69,33.8,6.7,15.7,0.426,1.2,4,0.292,5.5,11.7,0.471,0.463,5.4,7.3,0.742,1.1,5.6,6.8,3.7,0.9,0.5,2.7,2.2,19.9
24,Desmond Bane,SG,24,MEM,53,53,31.3,7.7,16.1,0.475,2.8,7,0.408,4.8,9.1,0.527,0.564,3.2,3.6,0.886,0.7,4.2,5,4.2,1,0.4,2.2,2.5,21.4
25,Dalano Banton,PG,23,TOR,27,2,9.3,1.7,4.1,0.411,0.5,1.7,0.283,1.2,2.4,0.5,0.469,0.6,0.7,0.789,0.3,1,1.3,1.1,0.5,0.4,0.6,1.1,4.4
26,Dominick Barlow,SF,19,SAS,22,0,12.2,1.2,2.4,0.509,0,0.2,0,1.2,2.2,0.551,0.509,0.5,0.7,0.667,1.2,1.5,2.7,0.5,0.3,0.5,0.5,2,2.9
27,Harrison Barnes,PF,30,SAC,76,76,32.7,4.5,9.7,0.47,1.6,4.4,0.372,2.9,5.3,0.551,0.554,4.3,5.1,0.846,1,3.6,4.6,1.6,0.6,0.1,1.1,1.3,15
28,Scottie Barnes,PF,21,TOR,71,70,35,6.1,13.3,0.455,0.9,3,0.29,5.2,10.4,0.501,0.487,2.6,3.3,0.779,2.4,4.4,6.8,4.8,1,0.8,2,2.3,15.5
29,RJ Barrett,SG,22,NYK,70,70,33.9,6.9,16,0.435,1.7,5.3,0.318,5.3,10.7,0.493,0.487,4,5.4,0.743,0.8,4.2,5,2.7,0.4,0.2,2.3,2.4,19.6
30,Will Barton,SG,32,TOT,52,2,17.8,2.4,6.4,0.37,1.1,3.1,0.35,1.3,3.3,0.391,0.456,0.7,0.9,0.787,0.3,2.2,2.5,2.1,0.5,0.2,0.9,1,6.5
30,Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1,7.7
30,Will Barton,SG,32,TOR,12,2,12.2,1.1,3.9,0.277,0.4,2.1,0.2,0.7,1.8,0.364,0.33,0.2,0.2,1,0.3,1.3,1.5,1,0.6,0.2,0.3,1,2.8
31,Charles Bassey,C,22,SAS,35,2,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.656,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7
32,Keita Bates-Diop,SF,27,SAS,61,36,21.2,3.3,6.6,0.5,0.8,2,0.383,2.5,4.6,0.55,0.558,1.6,2,0.789,1,2.6,3.6,1.4,0.7,0.3,0.8,0.9,8.9
33,Nicolas Batum,PF,34,LAC,73,14,21.8,2.1,4.9,0.429,1.6,4.1,0.401,0.5,0.8,0.565,0.596,0.4,0.6,0.696,0.8,3.1,3.9,1.5,0.7,0.6,0.7,1.9,6.3
34,Darius Bazley,PF,22,TOT,41,1,14.2,1.8,4,0.446,0.5,1.2,0.388,1.3,2.9,0.47,0.503,0.9,1.6,0.552,0.7,2.4,3.1,0.9,0.5,0.8,0.6,1,5
34,Darius Bazley,PF,22,OKC,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1,5.4
34,Darius Bazley,PF,22,PHO,5,0,5.4,0.6,1.6,0.375,0.2,0.8,0.25,0.4,0.8,0.5,0.438,0.2,0.4,0.5,0.2,1,1.2,0.8,0.4,0.4,0.6,1,1.6
35,Bradley Beal,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2
36,Malik Beasley,SG,26,TOT,75,27,26.3,4.6,11.8,0.391,2.9,8.3,0.356,1.7,3.5,0.474,0.516,0.6,0.7,0.786,0.4,3.1,3.5,1.6,0.8,0.1,1.2,1.3,12.8
36,Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
36,Malik Beasley,SG,26,LAL,20,14,25,4.1,10.9,0.376,2.6,7.5,0.347,1.5,3.4,0.441,0.495,0.4,0.6,0.583,0.3,3.2,3.4,1.3,1,0,1.5,1.2,11.2
37,MarJon Beauchamp,SF,22,MIL,46,9,13.1,1.9,4.7,0.402,0.9,2.7,0.323,1,2,0.511,0.495,0.5,0.7,0.697,0.7,1.4,2.1,0.6,0.4,0.1,0.8,1.3,5.1
38,Dāvis Bertāns,PF,30,DAL,42,0,10.5,1.4,3.3,0.428,1.1,2.9,0.393,0.3,0.4,0.688,0.601,0.2,0.3,0.833,0.2,0.8,1,0.5,0.2,0.1,0.2,1.2,4.2
39,Patrick Beverley,PG,34,TOT,62,62,27.2,2.1,5.4,0.397,1.2,3.6,0.338,0.9,1.8,0.513,0.509,0.8,1,0.723,0.7,3,3.7,2.9,0.9,0.6,0.9,2.8,6.3
39,Patrick Beverley,PG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4
39,Patrick Beverley,PG,34,CHI,17,17,27.9,2.1,5.5,0.383,1.2,3.8,0.313,0.9,1.8,0.533,0.489,0.5,0.9,0.533,1.1,4.2,5.4,3.5,0.8,0.8,0.9,3.1,5.9
40,Saddiq Bey,SF,23,TOT,71,32,27.6,4.5,10.8,0.415,2,5.4,0.365,2.5,5.4,0.466,0.507,2.9,3.3,0.86,1.2,3.5,4.7,1.5,0.9,0.2,1,1.6,13.8
40,Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8
40,Saddiq Bey,SF,23,ATL,19,2,24.2,3.9,8.5,0.457,2.1,4.8,0.429,1.8,3.7,0.493,0.577,1.2,1.4,0.852,1.3,3.4,4.7,1.1,0.6,0.1,0.7,1.4,11.1
41,Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2
42,Goga Bitadze,C,23,TOT,32,0,10.4,1.5,2.8,0.545,0.2,0.7,0.286,1.3,2.1,0.627,0.58,0.5,1.1,0.5,1.3,1.6,3,0.9,0.4,0.6,0.5,1.5,3.7
42,Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3
42,Goga Bitadze,C,23,ORL,11,0,12,1.9,3.3,0.583,0.2,0.6,0.286,1.7,2.6,0.655,0.611,0.5,0.9,0.6,1.6,2.5,4.2,1,0.4,0.8,0.4,1.4,4.5
43,Bismack Biyombo,C,30,PHO,56,13,14.3,1.9,3.3,0.582,0,0,,1.9,3.3,0.582,0.582,0.3,1.1,0.302,1.4,2.8,4.2,0.9,0.3,1.4,0.9,1.9,4.2
44,Buddy Boeheim,PG,23,DET,7,0,9.9,0.6,3.3,0.174,0.6,3.1,0.182,0,0.1,0,0.261,0.3,0.3,1,0.3,0.3,0.6,0.4,0.3,0,0,0.6,2
45,Bogdan Bogdanović,SG,30,ATL,50,8,28.2,5,11.4,0.441,2.7,6.6,0.402,2.4,4.8,0.496,0.558,1.2,1.4,0.817,0.4,2.7,3.1,2.7,0.8,0.4,1.2,1.6,13.9
46,Bojan Bogdanović,PF,33,DET,59,59,32.1,7.3,14.9,0.488,2.5,6,0.411,4.8,9,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6
47,Bol Bol,PF,23,ORL,67,32,21.4,3.7,6.6,0.566,0.4,1.5,0.293,3.3,5.1,0.644,0.598,1.1,1.5,0.76,1,4.8,5.8,0.9,0.4,1.2,1.6,1.3,9
48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0,0.3,0,0.2,1.1,0.188,0.15,0,0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4
49,Devin Booker,SG,26,PHO,49,49,34.6,10.2,20.4,0.498,2.1,5.9,0.366,8,14.6,0.551,0.551,5.7,6.7,0.848,0.9,3.7,4.6,5.4,0.9,0.4,2.7,3,28.2
50,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,0.421,0.6,1.4,0.414,1.9,4.4,0.424,0.471,1.4,1.8,0.763,0.3,1,1.4,0.9,0.4,0,0.6,1,6.8
51,Chris Boucher,PF,30,TOR,70,0,20.2,3.5,7,0.493,0.8,2.5,0.324,2.6,4.5,0.587,0.551,1.7,2.2,0.75,2.2,3.6,5.7,0.4,0.6,0.9,0.5,1.9,9.4
52,James Bouknight,SG,22,CHO,29,0,13.2,1.5,4.7,0.326,0.6,2.5,0.25,0.9,2.2,0.413,0.393,0.6,0.8,0.667,0.2,1.8,2,1.1,0.5,0.2,0.7,1.2,4.2
53,Jamaree Bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3
53,Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8
53,Jamaree Bouyea,PG,23,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,1,0
54,Tony Bradley,C,25,CHI,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6
55,Malaki Branham,SF,19,SAS,60,26,23.1,3.9,8.7,0.441,1.1,3.7,0.306,2.7,5,0.54,0.506,0.8,1,0.803,0.5,2.2,2.7,2,0.5,0.1,1.2,1.7,9.7
56,Jarrell Brantley,PF,26,UTA,4,0,9.8,2,3.5,0.571,1,2.3,0.444,1,1.3,0.8,0.714,0.5,0.5,1,0.3,1.3,1.5,0.8,0,0.5,0.5,0.8,5.5
57,Christian Braun,SG,21,DEN,69,3,14.6,1.7,3.3,0.496,0.4,1.1,0.392,1.2,2.2,0.55,0.563,0.4,0.7,0.625,0.6,1.7,2.2,0.8,0.4,0.2,0.4,1.3,4.2
58,Mikal Bridges,SF,26,TOT,77,77,36,7,14.9,0.474,2.1,5.2,0.399,5,9.7,0.513,0.543,3.7,4.1,0.902,1,3.4,4.4,3.4,1.1,0.8,1.5,2,19.8
58,Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2
58,Mikal Bridges,SF,26,BRK,21,21,35,9,18.1,0.495,2.8,6.5,0.423,6.2,11.6,0.535,0.571,6.1,6.7,0.908,0.9,3.7,4.6,2.7,0.9,0.7,1.8,1.8,26.8
59,Oshae Brissett,SF,24,IND,60,2,16.5,1.9,4.8,0.401,0.8,2.4,0.331,1.1,2.4,0.472,0.484,1.4,2,0.711,1,2.4,3.3,0.6,0.5,0.2,0.5,1.2,6.1
60,Malcolm Brogdon,PG,30,BOS,63,0,25.7,5.1,10.6,0.484,2,4.4,0.447,3.2,6.3,0.509,0.575,2.4,2.7,0.876,0.6,3.6,4.2,3.7,0.6,0.3,1.4,1.6,14.6
61,Dillon Brooks,SF,27,MEM,69,69,30.2,5.4,13.6,0.395,1.9,5.9,0.325,3.4,7.7,0.448,0.465,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3
62,Bruce Brown,SG,26,DEN,74,28,28.1,4.3,8.9,0.482,1.2,3.3,0.368,3.1,5.6,0.548,0.549,1.3,1.7,0.75,0.7,3.3,4,3.3,1,0.6,1.6,2.4,11
